"E_Assert","N_Depr","N_EmoVol","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","E_EnerLev","C_Prdctv","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2,4.5,2,1,2.33281467033823,3,3,2.51816588602107,2.48492501279206,3,4,1,35,2.94163085799664
3.6029707734479,2,3,3.4280230631951,3.66839805928201,2,2.25220153621528,2,4,2.5,2,2.68493948280629,36,3.2801337139681
1.68316495925733,4,2,2,4,2.7651588056231,1.37283357631902,0.742785176332832,3,2,3.5,1,37,3.30249621253461
1.96950674447242,4,4,2.36685962385119,3.31521773369042,3,3.5,3,2.59969409551596,1.82367904742662,2.5,1,38,4.70544835180044
4,2,1.90230878739003,2,4,3.34091500651254,3.89924521478783,5.2879324639783,1,4,3,4.35278000613388,39,4.55760884750634
3,2,2.04758388597702,3,4.6998362301931,3,3,3.41917015978404,3.08099600421641,3,2.5,2.64990586574226,40,2.41224872879684
1,3,1,2,3,2.38793704758688,3,3,4,4.44714270740526,3,0.767579653469553,41,2.12456869985908
2,4,2,1.6226957513165,4,2.97993878927691,4.01484467160203,2.12357249237638,3,2,4,2,42,4.5364630902186
2.5,4.5,2.13867265375188,1,3.63659995074264,2.13520487626165,3.11950285843848,3.23831331345909,1,2.5,3,3.81424351261609,43,3.32445596717298
2,3,2.32063523520375,1.5,3.30504069422879,2.86655573669386,2.22448562634039,2.58682678977836,2.33801455422314,3,3.5,1,44,2.88648672774434
2,2.5,2.82759344813905,3,3.17180370630303,2,3,3.52535755194977,1.80725345433486,4,4,4,45,1.07581915520132
2.5,4,4.06558324576302,2,2,4.16503058127109,2,2.42918388316285,2,2.12589394525947,2.66666666666667,0.34602570312953,46,4.46904372330755
3.35299597310651,2,1,2.59818826406803,4.04872559748136,4,4.63427277750739,3,4,4,4,4,47,1.94316355790943
3.21649544050927,2,1,2,3.26239179426864,4.04439880906744,5.2880514675416,2.5,1,3,2.5,2.27562248545465,48,2.28625387139618
2,3,1.18068567617861,1.65606730766426,3.69875844668271,3,2,1.97582525754936,2,3,2.5,2,49,3.04043798521161
2.21838724934824,3.5,4,2.33075152406393,2.66233981698433,2,2,1.75414460707294,2.17511337137789,3,4,2,50,4.8808393292129
3.81362114546763,4,2,5.01688024496014,4,3,3.80360049910077,2,5,4.20708048617567,4,4,51,2.84791319444776
3,3,2,1,4,2.5176549729508,3,3.22099823068591,2,2.91933320286353,3.5,4,52,1.27814663294703
1.38480818321574,3,1,2.82987776268171,4,3,4,2.5,2,2.92161668463257,4,2.23199018626321,53,3.15542778745294
2.5,3,1,2,2.41342212675268,3,3,1.29942311897606,1.56269986303073,3,4,2.83495422457417,54,1.45289818290621
3,1.5,2,3,4,2,3,2.68564429670038,2.27444998876104,2.52985873752376,3,2.28178260935101,55,2.51812797877938
1.48620333395489,4,2.4287566202946,4,4.38753890007472,1.78402905749446,4.36415478037241,2,1,3,3,2,56,3.78018410410732
2,4,2.5,3.68889648989792,5,2,4,2,3,2.31239361014031,4,2.86378925565481,57,1.75584661308676
2,4.5,4.46012268692956,2,4,4,4,3.58508860597219,3.62607802038072,3.00780028329211,4,2,58,1.10213557444513
2,3,2,4,4,2.73379174896879,4,1,2,3.75482600470949,2,2.10802216461125,59,4.93120379280299
3.84462772217669,3,3.24749288522157,2,3,4,4,4,4.92331582316785,3.12154928012695,3.33333333333333,4,60,2.00178358983248
