"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2,4,1.5,2,4,5,2.97092541673565,3.60133298382504,3,5,4,3.51319498981524,24,4.46966075338423
2.7489027579015,4,2,2.5,4,4,3.49287030601169,3.20593091535882,3.53615275354318,4,2,3.47744299485117,25,4.4752099737525
3,4,2.5,2,4,3.5,2.52219099649304,2.31222324844877,4,4.079599719289,4,3.90128180769367,26,3.6681427648291
4,4.21834942610552,2,2.5,2.32279303601437,4,4,4,1,2.85493256700566,4,3,27,2.94184053782374
1.41525595309516,2.5,3,2.5,3,3,3,3,2.84590679493783,4.39501649089424,4,2.41282837419676,28,4.41982720885426
3,4,3,3,2.21939214722057,3.61894880392851,3,4,2.46443035561085,2.90779796960314,2,2,29,4.42441720422357
1.72755253553476,4,4,2.5,3.2727380225233,4.32410177678555,4,4,3.774874129593,2,2,3,30,1.74556300323457
3.15809500149241,4,1.5,2.06167482306607,4,5.12499454175975,4,4,3.22923699544946,4.2936433456385,3,3,31,2.17806767579168
4.05617058831211,4,2,3.07155636184415,4.5,4,4,3.72755083427834,3.30620918601806,4.08599198090139,3.33333333333333,3,32,2.97460592072457
3.5,5.23430004970946,2.5,1.58339484188692,1.75944137841664,5,4.02621252278832,3.14626007596963,3.62789763174536,2,2.5,2.5,33,2.22011875547469
2,4,1.5,2,3.75705482246372,4,4.85094319632315,4,3,4,1,3.43686977165043,34,2.74760660529137
1.60484819215678,2.47852326689291,2,4,3,3,2.46451603156987,4,4,4,3,2,35,1.47798804752529
2.14509953952467,3.70343377952109,4,4,3,3,3.2688664453428,4,3.5,4,2.5,3.10315427282324,36,2.15763643477112
3.49746906058421,4,1.5,1.52863153139264,4,2,3.5490698849338,5,5,1,4,4.41785770335306,37,2.91931210272014
3.32133538016339,3.381686947624,3,2.22884187664086,4,4.30867085462011,3,5,3,3,3,2.81529608282326,38,3.06472720671445
2.29014947262856,2,2,2.79591715777291,4,4,3.96933373836672,4,4,3.99934812168885,2,4.67257606745118,39,1.14487979374826
2.76582683770654,2,2,3,2.5715540871938,4,3.60152654301362,4,1,4,3,3.69220533001015,40,2.47074554674327
4,4,2,1.7866711694283,4,3.01766286049462,4.49315652467838,4.11390806200587,3.78630880467464,4,3,3,41,2.45666312146932
4,4.87795474721933,2,4,2.32991965343167,3.60740454126987,4,3,4,4,2.5,4,42,1.59133422281593
3,4,2,2,3.83843999133185,4.85926919952922,4,4,2.72376270652704,2.26450459544132,2.5,3,43,2.43434904888272
4,2.40073545120079,2,2.04379917016609,4,4,4.26085504466751,4.21371943430967,3.67475168912582,4,2.66666666666667,4.5,44,4.70044915284961
4,4,1,3,4.64524281073297,5,5,4,4,4.2219442755514,2,4.65904041004793,45,4.03227448835969
4,2.54776059225478,2.33333333333333,1.75873341499917,3.17869788680122,5.33265639512092,4,4,3,3.29520531006797,2,3,46,2.9551498927176
4,4,1,1,4,3,3.58518748234238,3.2673312124866,3,3,3,4.85389313724615,47,4.60077791567892
2,2.99042378878599,2.5,3.42047977360871,4,2.85209408239788,4.38056232640295,3.09909743598486,4,3,3,5.91275569208433,48,1.7925910782069
2.05679858425727,2.89526091691861,2,2.52658307654582,4,4.20858592641322,4.5,3,4,3.43001797988206,1.5,3,49,4.91936486028135
3.36113679257808,2.44508769291556,2,4,4,3.33206324507554,4,4,1,3,3,3,50,3.77223917096853
4,5,3,1.70653760578956,3.63432803873992,3.5,4.78823175081114,4,4.33558827986407,4.59596207215628,3.66666666666667,2,51,4.69591591414064
2.37954290069393,4,3,2,4.75929536867887,3.36659619306845,4,4,4,2.99098441302855,4,2.24225916656475,52,1.10716970078647
4,3.5,2.5,3,3.90873402239505,4.32769262158591,4,4,3.09208383607733,4,4,3.85181780093148,53,2.60244274325669
2,1.48903124743574,4.5,4,4,2.05388828902251,2,2.84247727979002,1.67522638209349,2,5,2,54,4.37199236638844
