"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
4,2.36985655094041,3,3.5,3,2.93766910004114,2.96024476238534,1.72758949020226,2.63644438752902,2.91712558920435,3,3,25,1.80131007637829
3.62374316510983,3,4,3.94726827660829,4.10363521061126,4,2.98796696236597,3,4,3,4,4.24320683078942,26,3.07269077003002
2,3.27951523578229,3,2.18157753565832,4,3.5,4,2.96544250469767,3,4.41040578593033,2.41195447386613,3,27,4.16549394186586
4,3,4,4,3,3.08524467792565,4.87932264860307,3.27978429094732,1,4,3,3.75213329550875,28,2.7067158119753
4,3.24075254542132,4,2.5756004315773,4.42542929482654,3,3.37844460244752,3.02964247908222,2,4,3.50157946137923,3,29,3.73820819426328
3,4,3.15022976375833,3,3.20549381033024,2.75864160839183,2.98738098887031,3,2,2,2.5,0.40433506944345,30,2.46183764841408
3,2,4.40831017828715,3,4.63902769620808,3.53707600354212,4,3,3.12290379326314,3,3,4,31,4.63116493821144
2,3.79756255873222,2.43840224686017,3.5,4,3.35904669876989,4,3,3,2.08699718157519,3.12464246051188,3,32,2.92300254665315
3,4,4.08117587827468,3.94636232458119,4.39363406164659,4,3,4.37768268218637,3.4984729751102,3,5.46182175557663,3,33,1.08578904625028
3.70350659085122,3.33458129515177,3.86693668023015,3.5,4,3.03762780271763,3.01053722204903,2.5,3.5,3.62115196256833,2.99393931595697,4.3411983304024,34,3.54758044891059
2.5,3.65963277860494,2.72565680727409,3.5,3,3.54505954875171,4.71625111755188,3.45710653397402,1.76511810014473,1.45647021323495,5,3,35,1.81685684900731
3.85975094331211,2.4850876996572,4,4.41734240623715,5.30602188428763,4.5,4,3,2.91052855162578,2.94141805684988,3.00346443436486,3.5,36,4.06715244892985
1.78683769399981,2.09142924357077,3,4,3,3.04894498419482,4,4,1.36100122944976,3,2.60855357223207,3,37,4.07185568287969
3,-0.0982437279670032,3,4.09592638840967,3,3,3.93821366518594,3.11892952520016,4,2,4,3,38,1.45923545584083
4.06677707117061,3,3.5,4,4,4.8475000599773,3.01122495919867,2.8895243735304,3,4,3.54063590251912,2.11273133663462,39,4.36921632755548
2,3.47254536952315,4,4.5,4,2.48234597358569,3.24763004548874,2.63648698027786,2,4.35852308532171,3,3,40,2.31646422110498
4.98176979142451,3.84677774738668,4,3.5,5,4.03219883895709,4,4,3,3.45407231785808,4.11637686098518,3,41,2.03661097958684
4,3,2.55110234062633,4,4,4,3,3,2.25012512863892,3.32755389354762,4.24734638073177,3,42,4.26757979393005
4.09413383294676,3,3,3,4,3.76974807828956,4.25069140866677,3.42890910808031,3.20161780922974,4,3,4,43,4.87286592740566
3.11854952058705,3.6166809838995,4,3,4,3.80174640291506,3.94986323947742,3,2.5,4,4,3.62125862483939,44,1.1450105169788
3,4,4.09738149252566,3.51022221558279,2.9217830156554,3,3.01671051940197,3,3,4.29299451829502,2.52361145686744,2.46847426656879,45,3.121413259767
3,2.17420750128061,3.56591330742408,2.18339248757534,4,3,3,2.52547160274954,3.4960226654613,3,4.79353400424512,2.5,46,1.47083218861371
3,3,4.33291042205547,4.56905185341807,3.79789536432963,4,3,3.94605987146884,5.45430632024233,4,3.00184435637188,3,47,1.29457329213619
4.39026773585276,4,3,3,3.57717569316286,4,3.36099146695456,3,4,2.52947683696867,3.50177033352508,3.55006266932737,48,2.33544089924544
