"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2.96458587390453,3,2,3,3,4,1.93002622115519,3,3,2.98934781922405,3,3.50508403949693,38,4.9970080666244
1.43879052437591,4,2,2.5,4,4,4.71927510981365,4,3.26757023331558,3,2,4,39,3.39351217448711
2,3,2,2.5,2.85962789781299,3.30133301254019,3,3,2.74181737018642,2.78956967132942,3,3,40,3.00381323788315
4,4,2,2.5,3,4,4.49485222737168,2.90638367798544,3,3,3,3.66299758430478,41,4.77982516214252
3.01012885784516,2.87497489537137,3,3.5,3,3,3,3,2,3.03983399887617,2,3,42,1.39596703555435
4.15266413000928,1.83280362572408,2,2.50607677719972,4,4.51576159478781,4,3,4,5.27000140289735,2,3,43,1.17270122095942
3,3,2.5,3.10622669382281,4.07424751577782,3,2.59804751769271,3,1.28707617567356,4,2.5,4,44,4.87508886680007
3,3,3,3,3.00226452662626,3,3,3,2.51533737959769,1.63760116454408,3,3,45,4.17446099035442
4.69429616338012,2.94164867935713,2,2.32897980607202,4.23258805880464,4.75227199799439,3,4,2,3,2,3,46,3.10385745577514
3.08011426981917,3,2.5,3.34829259681639,4,3.5,3.72220485281089,2.07589898495979,3.15537434184821,2.20765955846329,2.5,4,47,2.32938539329916
3,3.5,2,2,2.48049385431282,4,3.58596672993478,3.12348237350057,2.91023861890226,3,3,2.69607460264116,48,3.13319981936365
1.88553652108868,3,3,3,3.87535596948573,3.70584876222974,3,3,2.44106086551968,3,3,4.32848889359813,49,2.44221939425915
3,2,2,2,3.28425860271095,3.94168693279712,4,3,3,3,2.5,2.2325880971227,50,4.78005805891007
3,4,2,3,4,3.5,2.66269274552346,3.76507945750241,3.96736861732145,3.67926677391242,2.5,3,51,3.43918046355247
3,3,2,2,2.29553978899921,3.7452736014379,4,4,4,3,2,3.01041149304376,52,1.52989594452083
3,3.54770485199908,3,3.50831820198336,3,3.99332211953344,3,2.41740133854027,3,3,3,3,53,1.96431759465486
2,3,2,3.38079450840643,3.27802224415985,4,3,3,3,3.91248718805097,2.33333333333333,4.81658702024688,54,3.02232714369893
2.92562923484004,3,3,3,3.27657392806998,3,2.65131701859529,3,3.65056254916804,3,3,3,55,1.7598408870399
4.12648880835923,3.5,2.5,2.16119418625632,3.63791044370567,3,3.1374303851007,3.5,2.48602199847008,4,2,2.52862904881763,56,1.02040424197912
