"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
3.38041295297004,3.07533517100982,2.85011782583551,3.04960326993789,4,4,3.63834093788938,4.5,4,3,4,4,26,2.70659190788865
3,4,3.5903190824712,5.30651706288706,4.7700015441884,2,4,4.17701526525338,4.57299979489939,2,3,4,27,3.28238192014396
4,3,2,3.5,4,2.90275032549091,4,4.18297159636422,3.15902244493373,3.65967907072776,3.53262252529383,4,28,4.900769546628
4,3.13903471687378,2.83070667968447,4,4,4,4,4,3.37012238291485,4.81908152212421,3.92159215819407,3,29,3.8437409773469
3,3,3.65472228164201,3.33873555549797,4,4,4,2.42543605356875,4.72982304921249,2,3.0153308258856,4,30,4.04035114962608
2.55760798463375,2.01033512257768,4,4,4,2.75174750266133,4.36666809787192,3.63097333784629,3.2505915136947,2,2.64974963152932,4,31,2.76104807388037
4.71246143627702,2.58682002797283,2,2,4,3.66548187364369,4.70227964346655,3,4,2,4,4,32,2.65097395330667
4.25405906574664,4.01673738675656,3.5,2,4.71835336728384,2,3.08987675983529,2.80487687542062,3.16133169895622,3.50989034742829,4,4,33,3.5264088390395
5,3.76407529505438,4,4,3.83839290725778,3.28979729673011,4,3.39528765154355,3,1.79410825739916,3,4,34,4.02750531770289
2.76727746443546,3,4,3.47392409453196,4,4,4,3,2.69990910044286,2,2.92831910860319,4,35,4.7636208999902
1.98458726124165,2.35769277125089,4,2.5,4,2.23297386812262,2.87911789089726,1.97434781172604,1.76922170407544,2.83636417574662,3,2.5,36,4.12050883285701
4,0.864872881586157,4,2,4,4,4.37114255033733,2.69852142182525,3,3.08310231820054,3,4,37,1.30161808710545
4.22968115358555,3.62921029663695,3,2.31108521734342,2.53080675034291,2,4,1.98932931772723,3,1,4,2,38,4.18759314343333
4.52110073726055,3,3,2,4,4,3.4451532404256,4,2.06735739105585,0.439065092493059,2,3.00798724044374,39,3.49766473192722
2.44812972654371,2.53182574663483,3,2,3.18593813222023,4,3.77942864374577,4,3,3.44570178720133,3.5,3,40,2.57727717142552
4,3.41607199200268,4,3,3,1.98228345786699,4,4.30559300562664,2.96620562452132,2,3.91692815666681,3,41,2.76035536266863
2,5.03184597744254,1.605761332269,3,5.68503752311447,4,4,4,3.66630672406339,3.05266913300724,4,4,42,2.68536428082734
2,3,3.13367739901886,2.61479532266867,4,3,4.98277440999863,4,2.9881354274892,3,3,3,43,3.53299702517688
2,3,2.95547161272712,3,3.47635776907228,3.11449489274292,4,4,4,4,2,3.38383366209606,44,2.07323061581701
4,2.5,4.01012543319281,2,4,2.29758467088277,3,3,3.87588166753314,2,3.22872856921669,3.29772166405241,45,1.10681143961847
4,2,2,4,4.61856317993813,4,3.5,2.26147611712783,3.66090293854749,3.47567082866263,5.53178391576087,2,46,2.52649520989507
2.37833261903086,2,3,4,4,2,3.6519254540732,2.00541385384211,3.93486493417256,2.50861030612385,3.6553161920979,2,47,4.33057445380837
4.00048092659064,3,4,3,3,3.50164134189405,3,3.51063532841325,2,1.64160161381229,2.29594941136474,3.01914038546797,48,2.77870851941407
3.38442140819302,3,4,3.08247566403275,3.32254198724072,2,4,2,2.29857734803802,5.74820826678257,3.44068811106618,4,49,1.85775991622359
