"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
5,3,5,4,5,4,4.92820373795804,3.82636108643846,4,4.89157395797303,5,3.88611895649238,16,4.42762223724276
5,5.12171107645738,3.02472258326539,3.47273052300954,4.3942254235348,4.5,5,5,4,2.86234784467044,4,4.13676820248302,17,2.26983607374132
4,4,4.80440337669094,5,4,3.80104039336604,3.34371143815165,5,5,1,5,3.00215184858907,18,1.28133369982243
4,1,3.50178611263001,2.60033173818875,4,2.32693571833975,3.66143750681798,3,2.53249058905065,2.5,5,4,19,3.28396116383374
3,2,3.64340700117795,4,4,4.57326379059718,4,2.99419668979486,2,4,4.40942518986423,4.07477506878459,20,1.01637200079858
3,3,4.24178383230348,4,5,4.77439971513948,4,5.98219325455697,5,3,5.55762862693919,2.91989108401276,21,4.55554972309619
2.65889790538135,2,3.033700154093,4,4.51791955102122,4,3,4,2.34709225747007,2.46468522929766,4,2,22,4.11474156565964
4,4,4,3,4,4.2062165520653,4,4.6084893374001,2,2,3.04804797793756,4.3651681070616,23,4.94366711936891
3.26957235323961,1,2.61413595218146,4.14641009195382,5.6248102629792,4,4.61880942777807,3.5,2.48024723738376,2,4.49938805484934,2,24,4.22082417085767
4,3.05235129828573,2,5.31406926748582,3.5658085658228,4.21843439916106,4,3.23349006729174,2.42626394968919,3.5,2.32151099110491,3.5,25,1.65472200233489
4.25622160125642,1.74816708176629,3,2,3.74267637912198,3,4,2.79645225206035,2.5,0.703704043485109,3,2.42053004443745,26,4.27693570312113
4,3.21252427681729,4,3.8038012475115,4,4.21517643928674,4,2.82211435365169,4,1,4.06471186527957,3,27,2.10020420886576
4,2.13858828765733,4,2.62110198091021,4,4,4,1.97957844022675,4,4,4.34477996560919,4.78921373387696,28,1.51310253050178
4,2.02759870361409,4.31660654773068,3,4.50694112582324,4.9007558462244,4,4,4,4,4,4,29,4.73275262862444
5,1.64566306208743,2,2.5,4,2.9007630508304,5,3.33374220482303,2,1.56151644716566,3.3587841015704,4,30,3.68026725389063
3.30058400333627,2.74269253820297,3.5,4,5.01584723941088,4,4,2.63723761741588,2,3.76972730825201,4.12192791189923,4,31,3.8863041466102
2,3.5,5.41398057561413,3.22039736959518,4,4,3.91885418205749,4,4.36568057606834,3,4,4.8612387810078,32,3.30198206286877
2,3.4928350894817,1,4,4,4,2.74385608701938,3.31659475040557,3.93141813597391,3.94045786769419,2,3,33,4.53407382406294
4,3.01952629311018,2,3,4.88520980065677,4,4,3.52143763231573,4,2.22471278874418,4,4,34,1.28169263992459
2.64425508692825,1,3.53305472768787,4,4,4,4.21841132460311,4,3.980058194332,2.15296047244548,3.99968811605483,4,35,3.78806101717055
3.21992607971679,3,4,4,4.31440053495944,4.71044989340167,4.5,4,3.97037557833271,4,4.36479058382083,4,36,2.75311823282391
4,4,4,4,4,4,5.01011204111507,4.37008849713482,4,1.14865186207962,5.24544426201512,3.61422178595024,37,2.10904907621443
4.61564134671785,4,2,3,5.41691301406722,5.78813534282274,4,4,2,4,4,4.80972735676038,38,3.41427203267813
4,4,3,4.39109417904468,3.5137505882074,3.64475227202984,4,3.73589255286483,4,2.5,4.00162196276422,4.21118495680037,39,1.82774790097028
2.2003865760952,2,4,4,4,1.78414292748634,4,4,3,2,4.84075451211114,3.48496340132442,40,1.80274539906532
4.07806543133521,2,4,4,4,3.53380574831422,4,4,4,3,2.95136635434987,6.30076206430142,41,1.28714611753821
3,2.31253987328788,4.58199657352661,4,4,4,4,2.89082180843762,3,1.60416635255007,3.56230064698503,2,42,4.65580405667424
4,3,3.10920203637248,4,5,3.58471545432447,3.06060851338194,4,3.18836278961677,2,2.97833241146164,3,43,4.17044967971742
3.86279408616235,4,4,4.10885169241448,5,4,4.5402688865847,4,2.22444690899536,4,2,4,44,4.0931406551972
