"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2.41558125708587,4,1.5,1,2.97823124126105,4.68385553942581,5,4.5,3,5,1,5.27799021648398,18,1.45273979008198
3.04915789113043,3.64393574606285,3,3.02610380825403,2.63140681561321,3,2.44483080372112,3,3,3,3,3,19,2.92654307093471
1,4,1,2,5.45085500406939,4.20621239255041,4.5,5,4.35812835048259,4.96257896744225,1,5,20,3.47862139716744
1,5,1,1,4,4.32944790892854,5,4.05198770522367,3.39196025719263,5,1,5,21,2.1561749316752
2.50857087438675,2.86462889349599,3,1.77541407326057,3,4.50000021912083,3,1.89959234400858,3,3,3,2.03612811308438,22,4.37946675904095
3,3,3,2.94097750825734,3,3,3,2.29324295437942,2.62807634321913,2.84375169461274,3,3,23,3.7663383865729
3.29474119347577,2.97769920164383,1,1,3.87865973203831,5,5,4.5,4,4.36025673525852,1,5,24,4.07835523411632
3.65844354457493,5,2.33333333333333,2.24503275175522,5,5,4.63598994419258,5,3.2104475942956,5,1,5,25,2.82921495568007
5,4.93574291250023,1,1,3.4978291080598,4,5,4.83532144925318,3.94993446787242,4.38790158944596,1,5,26,4.87592391204089
5,3.26792391587836,1,0.817227102027606,3.74787586687795,4,5,3,4.11818922118332,4.38486440099625,1,4,27,4.70775501150638
3.30520327487545,2.48276848340727,1,0.917959347118054,4.5,5,3.25241590706117,2.89409134081495,2.64551999174112,3.54615057603218,1,3,28,3.53306466154754
5,4,1,1,4.98146659952332,5,4.67120397387538,3,4,5,1,3.90039680186069,29,3.47983154002577
2.91802546049109,4.5,1,1,3,5,5,3,5.820789486457,3.58396046149109,1,5.30002608538021,30,1.41131243109703
3.88649344723351,4.17798164946118,1,2,4,4.71897976611715,5,4,5,5,1,3,31,1.92209074180573
2.97429817953744,2.91810957495271,1,1.30866169473011,5,4,5,3.14889168668165,5,5.20413234593241,1,3,32,4.65166454482824
1,3.59451010478131,1,1,5,3.56024617807814,3,3.0851294591363,4,5,1,4,33,1.77089417539537
3,3,3,3,2.52702780762238,3,3.43753852126753,3,3,3,3,4.13956713250515,34,2.84730681125075
3,4,1,1,2.6549935364989,4.81842618338127,5,4.27546924243662,4.22320294930634,3,1,3.2045686702495,35,2.18947532307357
5,3.70976756914357,1,1.72273636403767,3.30110782919423,5,5,5,5,5.03399906259746,1,2,36,3.62348566856235
1,5,1,1.05366423110376,3,4.792779138313,4,3.57384424405851,5,4,1,2.65023352345308,37,2.91063277982175
1,5,1,1,5,5.08249049571149,4,5.24613166897476,4.12208496418883,3,1,5,38,2.04835108481348
2.61520155515631,5.22792504588019,1,4,5,2,3.61162897094702,4.15376836429489,4,2,1,4,39,2.14732450246811
3,4.12429135044785,3,3,3,4.6737222260764,4.74782135669788,3.50160384784528,3,3,3,3,40,3.94661411736161
3.10689250363678,5,1,1.12588418216263,4.38005185139052,5,4,4,4,5.707835939629,1,4.60668334955082,41,4.03354140091687
2.84493115517401,5,1,0.236854094264729,5,5,5,5,5,6.40815846748158,1,4.93266929203476,42,2.69934243429452
3,5,1,1.6005835938127,5.07543265707704,4,5,4.95428999264844,5,5.01682713335569,1,6.23832321999928,43,2.4581066230312
5,5,1,1.45061344509583,3.53769105929117,2.80539969423082,4,4,3,3.71433464939854,1,3.05493137767139,44,1.54769490659237
5,5.24182055881311,1,1,4.786363594381,5,5,4,5,5.26670755609993,1,5,45,2.07205624226481
5,5,1,1.53505831353425,3.05025231694812,3.71485145614536,2,3.80211521809513,4.40144053452012,1,1,5,46,4.82948382943869
4.14344018496426,5,1,2,5,4,3,5,3.8268055019961,2.4805048386077,1,4,47,3.7126064421609
4.00961037200738,3,3,2.21106479561336,2.98592034437648,3,3,3,3.97235389621532,3.15358416259435,3,3,48,4.28291954379529
5,5,1,1.30121666759289,4.45826662886889,3.38372641142191,5,5,4.29392402033547,4.56425615211914,1,5,49,3.39840705040842
4.42307996976667,5,1,1,3.12348551730166,5,5,5,3.50430804237206,3.85372377426855,1,5,50,1.38108465261757
5,3.25001544880285,1,1,4.32628831555455,5,5,5,5,5.16356436533954,1,5,51,3.493966486305
3,2.90955363741971,3,3,2.3708381031157,2.88312639674851,3,2.21019078350885,3,3,3,3,52,1.61702566314489
3.26520627858334,5.59956931982077,2,2,5,5,4.27503591966753,4,3,5,1,1,53,2.58893358428031
5,4,1,1,5,4.06597750194618,5,4.04578651419848,5.57220419662618,5,1,4,54,2.97913332749158
2.89306470097264,3.66318837249015,1,1,4.62975713271765,4.8958999933887,5,5,3,5,1,4.44949231823252,55,2.53579486906528
5,4.5,2,1.44400352377757,5,5,4.56640405271244,2.87296179197497,3.21377556263824,5,1,4.16523821800745,56,1.43935563322157
3,3,3,3.52255766231685,3,3,3,2.35159775866267,3,3.99650428191955,3,1.87632615262647,57,4.29341655597091
1,3.32683243043971,1,1,3.94951165410846,4.15492291626213,5,4,3,5,1,4,58,3.91699452698231
3.13246843331525,4.45589881602306,1.5,1,4.70369689935524,4.60469590990226,5,4.5,5,5,1,5,59,1.2937774118036
5,5.27800675499774,1,1,5,5.39936684639378,5,4.07452006248091,5,4,1,5,60,3.57431299053133
3,5.05268859780002,3,3,4.23458132319336,3,3.10142387570333,2.90668866519002,3,4.20462697476934,3,3,61,4.36887875199318
2.8193527970244,4.5,1,1,5,5,5,5,5.2540764328327,3.84440633362764,1,4.8852651604271,62,1.37281112093478
3.13955755517455,5,1,1.95388212984196,4.81165266472939,3.89331644760251,5,5,4.35502592516923,2.85706226867184,1,2.37700935386618,63,1.29686353728175
5,5,1,2,5,4.96421852447559,5.6470044733566,3.82082661282549,2.40875144553756,5,1,5.16019303763825,64,2.79122192412615
