"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
2.22875491439823,3.55974911805543,1,3.71212786540293,4.49550415258503,2.53618128011538,3,5,4.5,5,3,3.92989710331276,38,1.78247633390129
4,3.35547628262483,3,5,5,5,4.24997999251856,1.96669996287669,3,4.26935300766527,5,5,39,3.94346444867551
1,4,3,5.59235837673057,4.13136891890115,5,4.58803563516901,3.19747462264245,4.05718606520286,4,4.5,5,40,2.09325240086764
5,5,3.83090303820769,5,3.81619237743334,5,1,5,5,4.16027189300438,5,3.70333701486494,41,3.12106870301068
5,4.61798223098652,5,5,6.2363684876571,6.1912777033587,5,6.19996354263673,5,5,5,5,42,3.17911664489657
2.37286028545799,1.00735738568023,4,5.98794351910692,5,5,4.3781300295829,2.01045329239403,5,2.91182777693244,5,2.89945845693929,43,4.1675654631108
5,5,3.2971070009825,1.98683094609195,5,4.02489932439706,5,1,3.08924481696873,3,4.21120974110704,5,44,2.50522210728377
4,3,4,5,4.99680511600071,4.85601677018198,6.0067189454649,3.5227253251674,3,2,5,4.56573482792929,45,4.24499961175025
3.11153899493223,5,3,5,4.83233944470932,4.75373606602262,5,3.67656524606757,5,4.69717362220555,3,4.63329431390849,46,4.74523947574198
1,3.01159983806382,1,5,5,2.66866611928319,5,4.43986351094873,4.94466678027813,4.00506498023113,3.20023798992103,2.43745501980787,47,2.29552436433733
5,5,5,5,4.97230996598992,5,3,5.52837530963161,3.96416542092341,4.23992448295613,3,5,48,2.09591618925333
