"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
2.16730681312131,2,2.58286105052866,3,3.5,3,3.6641227475595,2,3,1.75421215935322,4.20404432979964,3.76011171380562,31,3.3370103687048
3,2.78697715230844,3.79402613151129,3,2.9650752750329,3.09328785788676,3,4,3,2.98851904651669,4,5,32,3.14833538793027
1,2,2.93955523297388,3,3.49530019480397,4,2.94974034859925,2,3,1.33819028346319,4,1.54911412753107,33,4.56164560839534
3.71014707135595,1.6887328321418,2,2.87422351571575,5,3,4.0862667729763,2,2,1,5,3.36581123310582,34,1.6408084128052
3,3.2887626086346,1.33319222920175,3,3,3,3,3,2,3.04903952004303,1.46863618825726,4.11507584614325,35,1.39547279197723
3,3,4,3,3.05069246953008,3.53431062458604,3.95275031798067,3.13577193474842,2.49648043908246,2,3.5,3,36,1.03006869181991
3.02333444877216,2,3,3.50329847695247,2.86549092601564,3,3.00673313156933,3,3,3.65719332569085,4,3.36002374449138,37,3.98898308724165
3,3.79527489161197,4.3833723375783,3.5,4,5.15835926212051,3.18861582690403,4,3,2.20380422244564,2.54497319257401,2.32744402938067,38,3.56100670434535
3,2.01865595762066,3.05533305069313,4.96135098807809,5,2.5,3,3,3.5,3.74076662875426,2.14509110227612,3.69815939588966,39,2.23423704411834
4.60459597386683,1.90620506273033,2.72016801520912,4.38571604150107,4,2.60738181968858,2.6039858980413,3,3,1.99434711988023,2,2,40,1.62456480227411
3,4,3.89288935156766,4,5,4.22975735483934,4,3,4.33918062311092,3,3.19034438925441,3,41,1.58723028190434
3,2,2,2.14196782753683,4,3,3.47639683285302,3.60954520671546,2.38977815403212,3,2.82365617097445,2,42,4.97906454931945
3,1.05182143374076,2.34236880108733,3,4.7298874179085,3,2.81487275105032,0.943205674045881,2.5,3.08507615623566,3.5,3.29112143877589,43,1.44470244739205
2.19028385377533,2,3,3,4,3,3.64833857459333,1.77159507194992,1.05142555954214,2.88505015358294,4,2,44,1.11199924256653
3,2,1.65151106892235,3.74741462712142,4,3,3,3,3,2.98536348531512,2.61316556339569,3.48632857225804,45,4.7986511150375
2.10655798229776,4.76881004680993,3,3,3.96016978081442,3.58509073805619,4,3,3,2.9932915058151,1.71761978347993,2,46,2.22286323923618
3.68081126906118,2,3,3.21059083407548,4.76923982321915,2.5,2.99331502601855,3,2.06002413398636,1.50966467753654,3,3,47,2.50003634672612
