"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
3,2,2,3.48234178177459,3,3.99413285147349,3.00760585738143,3.95365889105085,3,3.21727728895692,4.99581546114314,2,33,1.6791626913473
2,2,2,2.26648957206036,3.16198742741203,4.08866262957616,4,4.00480372906582,4,4,4.24933650769595,2,34,1.20161697920412
3,2,2,3.27387127161204,4,3.87223474326911,2.66336383696337,4.13070026810711,4,4,4,2,35,1.11691981367767
3.098424338375,2,3,3.69125208590603,3.5800353212423,4,4,4,3.5,4,4.19038965654477,2.5,36,4.83905734308064
1.99922165464452,3,2,2,4,3.97245368021604,2.29267075288428,4,3.49139348509345,3.69144319336768,3.87049768236314,2,37,1.51624463591725
4,4,2,5.11437208709364,4,3.97259662711292,4,4.00445360539489,3,1.79960066932018,3.58449979869391,2,38,2.94200060050935
2,2.5,2,3.44906048440184,3,4,3.67291025369211,3.99089654550215,4,4,4.75752312293959,2,39,2.79560947604477
2,3.33333333333333,1.41190617473448,4,4,3.95525499399924,3.42153109051753,3.99502401452094,3.37168427667374,4,5.14468125960811,2,40,3.93965424224734
1.59424276442302,2.5,2.17496700020983,0.484994296108395,4,2.68114516394161,2.78682851652991,3.5,2,2,1.64213148870362,2,41,4.72479203157127
4,2,2.04063301753933,2,4,4,3,3.06030958329994,3.22051541651886,1.3967039065896,4,2,42,3.98268908355385
3,2.5,3.53997810673118,2,4,4.35008173272209,4.05947254251473,3.26401200293035,4.55170589334802,2.29931532457574,4,2,43,4.25447236560285
3,2,2.39551137532171,2.63696018148518,4,4,3.6202360821256,4,2,2.75212014525205,4.4986675627598,2,44,4.55092918686569
2.99212276134254,3.33333333333333,2.38804061220495,1.80985431519933,2.59669180200213,4,4,3.37780663338452,3.1147842153623,3.61058906453408,4,4,45,4.12419673427939
3.00139145841954,2,3.07085233232245,3.93537425998825,4,4,3.0088275543717,3.55810836842219,4.64044087685257,4,3.53412978947903,2,46,3.68110515829176
3,2,2.46049280900241,2.15277193630788,4,4.81682854759284,4,4,4,3.51254592449523,4,2.5,47,4.93355661164969
