"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
4,2,2,4,5.67218976101226,4.63070835876939,4.39383450615487,4,3.62288023742478,4.5,4.06830649754664,4,37,2.7313696872443
4,3,2,3.82339876223444,5,5,4,4,4,4.72152613979579,5.7619349372986,4,38,3.1759092817083
2.86481468867019,4,3,0.917267964546447,4,3.73499027010919,3.97796422661767,2,2,3,2,5,39,2.41552888881415
1.08086949431041,4.5,4,4,3,4,1.70816514411318,2,2,2.62734039853177,1.97128945115851,5,40,1.54433424584568
4,4,3,2.70654498242721,1,3.96229964430226,4,3,3.24390368282101,2.23597617654045,4,3.5,41,2.84878506604582
1.59977315345687,4,4.46470856506336,2,3.22707560087474,2,3,2,3,2,3.80244522163186,5,42,3.04108079709113
3.52831984294327,3,2.21113707525748,4,4,2.78884716695572,4.42169157507762,3,3,4,3.11650389454702,3.66666666666667,43,4.63503403495997
4,3,2,3,4,4.43410593067467,3,3,5.26666549005675,2.33951232056731,3,3,44,2.45308837853372
4,3,2.41377314789694,3.63273811485208,3.5,2.1196082089528,2.9571310815729,3.60460854627963,2,1.31733086290413,4,4.33333333333333,45,1.10054910182953
4,4,4.13200756492449,3,2.45398511821523,4,4,3.00072256650654,2.95427736771996,3,2,4,46,2.67192611377686
4.4872193548181,2.5,2,4,3.17885314971665,3,4,3,4,3.32834084165051,4.06908101753961,3,47,4.23216194752604
1.18730005905172,4,3.5,3,2,2.87410019001967,2.63911127184094,3,3.43708684319582,2,1.66605934434105,5,48,1.61600509937853
2.04999191461979,3.5,2,3,4,4.74717003396783,3.61424892136512,4,4,3,4,5,49,3.22236051596701
4,4,3,1.90968358413127,4,3.66765542929178,4,4,3,2.39505501982393,4,4.5,50,1.15134534612298
5,4,3,3.42733991741624,4,4.32578614313879,3,3,2.56921257127264,3.97652287269719,2.53327949081688,4.5,51,3.39860270172358
1.64993000454897,4,1.56457246689449,5,4,3,4.1811683508712,4,4,5.97780823684651,2.90614351708514,4,52,3.95865003671497
4,2,2,3,4,4,3.94563620909147,3,4.22283256750114,3,4.39026081512256,4,53,4.68580202292651
2,2,1,2.59604541519421,4,3.1894228567482,5,5,3,2.30287434190183,4,5,54,1.21180517133325
4,3,2.43566346938878,3,2.56928818470741,5,4,4,3.81518926860859,4,5.34126113635561,4,55,2.12515042442828
2.09603013302865,3.5,2.91738876535114,3,3,4,2.66831733938954,2.54813164106076,3,3,3,4.5,56,2.58876277599484
3.47943566506471,3,3.34367450642523,3,1.26021459969814,4.69606443530823,3,3.60417919291805,4,3,3.5,4.5,57,4.26022268924862
2.05281905459611,3,2,3.86951301883999,4,5,3,4.5634109279285,3.5,2.42904594412199,4,4,58,1.88682867027819
4,2.5,2,4,4,5,3.84847145853212,4,4.57440377383172,4,2.81549168878121,3,59,2.34306308347732
4.26049320028698,2,5,3,3.5,4,3.4646670252286,3.27881209924264,3,4.59391677054247,4,5,60,4.02162603661418
4,5,4.22147302604115,3.92936003586598,4.38131318506077,3.45933373120787,1.86272486329784,3.5,3,2,1.12887986265331,5,61,3.52232849784195
3.58253791639139,4,5,3,2.5,4,2.80071045974881,2,3,2.87602906725128,3.24440970899773,5,62,1.92166647873819
4,3,2.62221347427223,1.57506162999042,3,4.84881735285906,4,3.83773833800683,3,1.79105834894706,3.5,5,63,4.92644178774208
3,2.5,3,2.26426872543642,3,5.31858166788977,3.73770427035742,2.68261867743202,2.05816020675374,1.59845026522046,2.5,4,64,4.87743057776242
4.30984305010373,4,4,2.35325958005741,2.52798123107919,4,2.46992579015448,3.28940451333535,2.5,3,2.35371958694849,4,65,1.28269690740854
2,4,3.33490503018687,3,3.5,4,4.33104304060568,4,2.34332100314018,2.74457927890418,1.97364003687117,4,66,1.07652527559549
2,4,2.04101381564306,3,3,3.76924991995512,3.30740407093325,3,3.97185823956917,4,4,4,67,2.37819927185774
4,2.5,4.16228533728314,4.50903751472195,2.31669352942516,2.95451219195731,2.85269798982434,4,3.26742779207268,3.5,3,4,68,1.33773860149086
4,3,3,4,3,4,1.84899417134596,4,3.92051105537533,3,4.56450481606001,4,69,4.40584711916745
4,4,3,3,2,4,4,2,2.8885221754296,2.44229008100356,2.81024089038238,5,70,4.04498458281159
4,2,2,4,2,4,3.20560819746505,4,4.67891724408687,4,3.3714681598814,4.5,71,4.06056765001267
4,3,3.32944217869888,4,1,4.1893563361969,4,2,4.40586357639602,1.06902643527979,4,4.5,72,2.18791715148836
2,4,3,3.24680050544393,3.33209493284443,5,4,3,4,2.78689566388278,1.92996498113525,4.5,73,1.78615539241582
4,5,3,4,4.45190519570435,4.32285975739884,3.5,4,2.63459093042494,2.79527346132993,1,5,74,3.67673936486244
4,3,3,3,3.45015166113524,4,3.82986208584993,4,3.58063337254446,3.5,3.44214025392197,4,75,1.54264839086682
5,2.5,2.80338452422392,4.40869853436906,3.69177839502645,4,4,4,3,4,3.89110570884973,4,76,2.39555995166302
4,4,3,2.9211600563264,3,4.08839501328064,2.70891394909466,3,3,2,4,5,77,3.77135259937495
4,4,3,4,2.71433242992817,4,3,3.65482238572025,3.0803634574675,2,3,4,78,3.04694771487266
4.59493897732836,4,3,3.35577522266709,2.56632539686821,4,3.5,4,3,3.03756105878466,4.47776843477689,4,79,1.24059976264834
