"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
2,2,2.14078797023712,2.67988999858635,4,4,5.190861057076,4,3,2,3.18594243862181,2,35,1.54011348728091
2,4,2.60126902590704,4,4,3.44144206147976,3.00514719468643,4,3.21448647040316,2,3,3,36,3.63996307551861
3.34446321076738,1,2,3.27122280715299,4,4,4.08859404449864,4,2.5,5,4.75206424394051,3,37,1.7246549827978
4.5,2,2,1.85786055335203,2.25626120064918,2,3,2.22973515633445,3.28180984464855,3,3,2.5,38,2.38838675618172
3.69766663802772,4,4.36931367179403,3,2.15829742812146,3,3,3.01295793759283,3.20154543130906,3,3,3,39,4.50815563369542
4.28562661607793,1,1.5,3,3.37429394333424,3,5,3,3,2.89316480719402,4.50936909489907,1,40,3.75150579586625
4,2.5,2,4,3,5,5,2.70167221520968,1.77677805088627,4.61869383095983,5,2,41,4.00285870302469
3,1.66666666666667,1.2202076493575,1,2,5,4,3,2.30392627639099,1.87001629184795,2.60059095076308,1,42,3.06702266726643
3,1,1,3,4,4.61118537550968,4,4,2.97962453964394,3.90696501094801,3.77918015832446,2,43,4.72772339172661
3,3.5,3.55463066878753,3.80569667144889,3,4,4,2.76093336944672,3,3.49982741283089,4,3.5,44,2.92721111234277
3,1,2,3.34047546747132,4,4.5,5.71086014224085,4.50639215095258,3.7382207405102,3,2.69860469505807,2,45,1.18972935993224
4,2,2,2,4.59763123238199,5.29728087534076,4,3.5,2.79220573480461,2,2.86204082989136,2,46,3.34612701274455
4,1,1.5,4,4.66572718501109,4.4320671133705,4,4,3.19577400263063,2,5,4,47,4.40573332738131
1,5,4.60747071150907,2.90336406505733,4.5,3.24626625120168,2.84746787696406,3,3,2.12166871433961,1,5,48,3.83512427844107
2.35346587945502,3,1.5,1,5,4.5,4.19093070104003,1.64175656989716,2,4,3.75749488853762,4,49,4.90961983799934
3,4,3.83126052056526,2,3.22368608925827,2.79012821372317,2,2,2.50235523617159,2,3,3,50,3.22479300573468
2,4,4.42085102030373,2,1,5,2,2.45118771679019,3.08626939918076,2.09636957704246,2,4,51,2.97303480003029
2.12365526597589,3,2,3,2.67294335390767,4.56280039022502,3,3,2,4,3,3.5,52,3.9094174830243
2,2,1,1,5,4.18918749265229,2,3.45597235646585,3.03528163271321,3.15453001744774,3,3,53,3.54816724918783
