"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3,3,2,2,5.49075567467336,2.50309130415535,4,4,2.59735215831043,3,2,3,28,3.40717833954841
4,4,2,2,4,3.72239476253423,4,3.95442390218467,2,3.07928577322134,2.5,5.05358970011002,29,3.77011666353792
3.64944399382858,3,2,2,4.51614647684654,3.07294619108543,4,3,4.14123041076075,4,2.5,4,30,2.64629677124321
4,3.80969648544387,2,2,4.78041564008708,2.18212765829668,3.5,2.37163523297579,2,2.22382583507074,3,2,31,1.75415471475571
4,4,2,2,2.73173060393388,4.53771475170489,4,4,4,4,3.5,4.00321161332666,32,1.55207096599042
4,3,2,3,1.40779510143412,5.01293282281491,4,2,3.52680339438716,3,3,4,33,4.04185306187719
4.15000004657709,4,2,2.3847905201239,3,4,3,2,1.64664479858016,4.07885882122807,3.5,2,34,3.1255765017122
3.77443321689871,1.97614625462773,4,3,3.87968574894156,4,4.02644361706806,2.5,2,3,3.5,4,35,2.78981418069452
4,3.5,2,2.98724584792853,2.8173153622597,4,3,2,3.57181680650822,2.85880085982699,3,2.0544846183804,36,1.96493725292385
4,2,2,2.49403420977733,2.31146199287516,4,2.86767888954242,2,2.81142170803377,2,3.66666666666667,1.69645233393373,37,2.4732394805178
4,3,2.5,4,2.91818813436627,4,4,4,2.60429556630639,4.43886463177525,4,3.35011309684447,38,1.990268567577
5.92098152528064,3,2,2,3.6266292605402,4,2.70479275558694,3.5,2,3,4,3.05184762413738,39,4.63838284928352
2.9507272490268,4,2,2,3.5,3.71999283243755,4,4.69659877332789,3.11091717340574,3,4,4,40,4.99832408316433
4.00654750180573,4,2,2,3.5,4,3,2.99235825267717,4,2.97515308195617,2,2.36943901052502,41,1.46606242191046
4,4,2,1.98197823279616,3,3,3,3.08316273467006,4.22224838140317,3.80355911154353,4,3,42,2.20819407794625
3,4.13176000320846,2,2,4.13058367399206,4,3.74276003599938,3.52782436868016,4,4,2,4.49493611095645,43,4.14872463326901
3.96237323690002,3.60244099027598,2,2.02029396539737,2.87349956633475,4,3.60549756895401,4,4,4.19675999753616,4,4,44,2.06203573010862
4,3.02824049633412,2,1.42359524730075,3.23858793504528,3.66170400552069,4,2,3,4,2,2,45,4.37860512081534
4,1.59413915150509,2,2.5,1.64846436851946,2.61176501128983,2,2.72156453089332,2,3,2,3,46,4.54252067487687
2.60371792406035,4.80177872218451,2,2.01791276055845,4,4,4,3.16930451401736,2,3.75446946842147,2,4.08041601674332,47,1.41789389587939
2,3,2.5,2,4,4,2,2.02938833080698,2.32223908862746,3.48477425424339,3,2.70758500367218,48,4.72170501202345
5.69134484472533,3.22112539258895,2,2,3,4.19279828712013,4,4,3.32922738560961,2,4,4,49,3.56321497168392
4,2.47802212041201,2,2,3.75948969325045,4,4,3,3,4.02641500983169,3,4,50,1.19186755921692
4,3.23151801583814,2.5,2.00542956493994,2,4.12353437346736,4.37990405775585,2.76392257446812,4,3,2,3.21930335116696,51,4.17765441257507
4,4,2,2.29679129746299,4,4,3.55033666364847,2.01474983003351,3.5889607494551,3,3,4,52,4.78670523967594
4,4,2,2.15258252811885,4,3,2.63355810692524,3.56428406072369,4,4,2.5,4.22361071613205,53,2.05026798136532
3.2519888091782,4.77781294943639,2,3,4.5263875459372,3,2,3,2.21854756262269,2.09046530314651,3,2,54,3.9911474455148
3,3.54742883895472,3,3.5,3.75835997824801,3,4.2049444445141,3,2,2,4,2.62826202855637,55,2.07002280559391
4,2,3,3.57268583270015,3.53396575071705,2.74067631453943,2,2,4.14253656664898,3,4,4,56,1.72151967510581
3.5,3,2.5,2,2.7698604665219,3.878758982021,4,1.88471696278713,4,2.90178211656395,2,3.22986418160432,57,3.10616043582559
2.54135449641734,3,2,3,2,2,4,2,3.7708932098443,3.77697228985352,3,4,58,2.39222544245422
3,4.05116456811971,2,3,3.19306580254374,4.32990521454866,3,3.45995099095924,4.55205912533087,3,2,2.5,59,3.72567578963935
