"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3.99756521655197,3,2,2.97155136920443,3.92983845227347,4,4,3,4,3.75568746870897,2.33333333333333,4.37065311997438,46,4.65705396328121
3.99572674460548,3,2.33333333333333,2.31769420431878,3.39870748981859,3.38744082366023,4,4,3.50558854433634,4.33892536851413,2,3,47,3.81173833366483
4.12424315610614,3.59689505727923,2,2,4,4.11501226325736,4,4,4,4,2,3,48,2.00603327807039
2.60548284841384,3,2.5,1.90933593539946,2.87124301094817,4,4,4,4,3.59326383487327,4,4.4451312444411,49,2.81041181180626
4,3,2,3,5.93985599828413,4,4.47463880323794,4,4,4,3,5.32959680561776,50,3.46899601723999
4,4,2,1.65185613180977,2.96159698642193,4.12171341500957,4,4,3.32028127136842,4,2.5,4,51,4.89308755565435
4,3.5,2,4,4.65667478222963,3,3,3,3.57326967105158,4.02733559405629,3.5,3.24465299381789,52,1.84488497395068
1.15451898289975,4,2.5,1.5296749406616,3.94682211567524,3,2,4.5,2.66526152882809,2.79195656523901,4,3,53,3.70816185232252
4,1.6548958602743,2,2,4,4,4,3.31974905324073,3.5,3.1343885986987,2,2.87365727377703,54,4.79071227554232
4.00110394041672,0.345592939324478,2,2.40441794118875,4.43050680016113,4,4,3,4,3.12911287236404,2,3,55,2.24284113384783
2.21537252911892,2.09433191185369,2.5,3,2.66740938597773,4.20978096453699,3.5,3,2,3.17295875000665,3,2,56,1.40147958323359
4,1.8809465021719,2,3,3.19633039230382,4,4,3,4,3.66707793449204,2,2.81817977294527,57,4.19385971222073
4,2,2,2.82654409390602,3,4,4,3.68625027103774,4,3.98171366436957,2.5,1.89403744885304,58,2.96211547125131
4.00223408842251,2.23049071537003,2.5,2,2.93160551832984,4,3.03634462514406,2,4,4,3,2,59,1.2569450289011
4.6492141880963,3,2,2,5.02770349411247,4.03187924224093,4,3.5,4,4,2.5,5.04433840578038,60,1.91981711611152
3.00231290624078,3,2,2,3.43618251966004,4,3.63222434324268,3.69205771021037,4,1,3,3.54347100741207,61,4.32085589133203
3.77914589668811,3.03843080254228,2,1.76620144690034,2.53512497306979,5.10012610323912,4,3.5,2.5,4,3.33333333333333,3.09717164370621,62,4.96901239082217
2.73149834779231,3.04814342343292,2.5,2.0492826182121,3.5,4.1355722241435,2.84309761430302,5.89782698235048,3,3.5,3.5,3.91435334911684,63,2.45950084645301
3.72585435499029,4.31240177312527,2,2.5,3.5,4,4,2.2082534760818,2.28294495665551,2.22235592134858,2,4,64,4.57236453797668
