"E_Assert","N_Depr","N_EmoVol","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","E_EnerLev","C_Prdctv","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2,3.5,3.92966157162924,4,3,3.28383318562562,4,2,3,3.40334603947889,4,3.87026595993483,42,4.58691611886024
2,2,3.20963501746909,3.78154703003346,4.23851007027978,3.40097441918651,4,3.0907770148335,4,4,2.33333333333333,2,43,4.74464821629226
2.60160727794707,2,2,2.84169381944545,5,3.36877821539812,4,2.5,4,3.33851815356463,2,2.49653640089045,44,1.42953250836581
2,2,2,4,4.97798935451651,4,4,5.505332777811,2.79853247636455,3,2,3,45,1.4742569969967
3,3.5,3.00477685243663,2.65626085280147,3.56065322479658,4,2.56526129016501,2.55278297291555,5,3,3.5,2,46,1.06454809010029
2.1278136714617,3,2,3.81697941753657,4,5,4.19344684767348,2,4,3,2.5,4,47,4.31130981817842
3,2,2,4,3.01169749206773,3.27877635131709,3,3.7503756058789,4,4,2,3,48,3.27690477482975
3,2,1.23332160076824,4,4,4,3.05182553739855,3,2.56238045602846,4,2,2.09982020141504,49,3.39281210396439
3,2,2.04383326646922,3.53930976921384,5.98320942882422,4,3,2.38422807543283,4,4,2,3,50,3.74673736281693
2.5,3.5,2,2.996284362075,4.13357349206409,3.26248864168473,3.5,3.34343370064989,3.5,4.52452911161029,2,3.44283742266553,51,1.89944202918559
5,4,3,2.55040602235567,3.1717563408921,4,3.20787640930796,2,4,3,4,2.3593387617967,52,3.99982026033103
3,3,2.5,3.94701005219222,4,4,5,3,4,5.01844971755837,3,4.23635792814587,53,2.1721848975867
2.92614890625634,3,1.65318457616831,4.73902923200429,3.06978660495709,4,4,3,4,4,2.5,2,54,3.10031428001821
3.47331374319974,2,1.95241079992221,3,4,4,4.11692049321555,1.5,3.76875529322341,4,2.5,3.18136303505936,55,4.19084201473743
3,2,2,3.80022765764423,4,3.2167347618593,3.12192392699528,2.8383620300296,3.5,3,2,3,56,4.56339512206614
4.66225708155922,2,2,4,5.22562397525511,4.03947739484111,4,4.165810898312,3,4,2,4,57,3.78852906543761
2,2.5,3,4.03585789634708,5,3.78655519153943,3.34663607664467,3,4,4,2,2.3881709688835,58,3.43666754662991
3.51833902294424,2,2.20056526724092,4,4,4,3,4,1.8047502358544,3.79910043205421,2.5,4,59,1.34673375450075
2,4,3,3.76394791352538,3.45075965849338,3,3,2,4,3,4,1.1144031236072,60,4.10485250782222
2,3,3.7710627011012,3.9303100263237,4,2,4.24730932077817,4,3,3,3.5,3.54602841497427,61,1.44707673508674
2.00119337053577,4,3,3.48074032398301,2.50135645934153,2,3,2,3,3.47421281553095,4,1.82713789666853,62,4.02900217939168
3,2,2,3.84902729058077,4,4,3,3,4,1.12954956543442,4,3.56659342033591,63,1.51484479010105
3.2670723075013,2,3,2.51152073209708,2.52884162717327,4,3,3,4,4,3,4,64,3.65881670638919
2,2,3,3,3.29346389167862,3.56741604478452,3,2.36979864681064,2,3.07427073455252,4,2,65,4.8790841428563
2,3.5,4,2,3.24272376432792,3.14162995837877,3,2,1.89810138839452,2,4,3.11498944419103,66,1.27127000503242
2.45512644806711,2,2,4,4.44289153663242,5,5,5,2.8628735567822,3,2,2,67,2.6434777630493
3,2,3,3.24948594872334,4,4,3,2.25752300092393,3.73042828127415,3.9369257770237,2.5,4,68,2.52635884284973
2.17637269145681,3,2,4.65324319688656,3.72603333686113,3.5,3,2,2.76896799170934,2,3,3,69,4.28723316639662
3,3,2,3.24591842354032,3,2.63329036089309,4,3.16316131392038,4,4.06119566034272,3,2,70,1.80492715910077
2.7833651708313,3.5,2.71274317296506,4.37970006533599,4,4,4,5,4,2.58117235725516,2.5,2,71,1.14165388047695
2,2.33333333333333,2.62900658150605,5,4,5,3,3.43110817123266,1.60043617327944,2.67118335710619,2,4,72,4.51215472538024
3,2,2,5,4,3.66209126534547,3.68004320709987,4.16542879802328,3,3.61739302927848,2,3,73,2.30482431221753
3.33867323942853,2,2.67404614256313,4,4,4,4.60329471577919,4,4.33171744520307,4,2,2.13478000785356,74,2.25323237106204
3,2,2,4,5,4,3.86264663117292,4,3.11238757439219,2.21555428184635,2,3.35187120264594,75,4.07859567180276
