"E_Assert","N_Depr","N_EmoVol","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","E_EnerLev","C_Prdctv","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
1.27375744880106,3,4,2.1405140460279,3.51020799389396,4,2,4,4,2.56033348147206,4,4,16,3.11875463649631
2.99909390890077,3,3.48878718112167,3,3,1.80200495722348,4.07977639820245,1.64219198701558,3,2,3,3,17,3.41851193550974
-0.0464027135080838,3,3,3,3.64962389410849,3,3,3,3.43444855896666,3,3,3,18,1.90205718763173
2.75250123324197,4,4,4,4,4,2,1.12507530369069,4.08800458259574,2.51206175090688,3,4,19,3.78500223625451
3,4,3.62300992385416,4,3,4,3,2.07309137436775,1.40683102097979,3.57136793180288,2.66666666666667,3,20,1.26619519200176
3.5,2,4,3,4,4,4,2.94365644688383,3.54528457555911,3.57143022472032,4,4.13467400242261,21,1.43129467964172
3,3,2.97701008867556,3.92275536371547,3,3,2.40014945987232,3.92380167481584,3,3.25422083317865,3,2.33426557500149,22,2.66554608382285
4,2.5,2,2.3596608896254,4.63514799711206,4,3.87085224794529,2.71279090453838,3,3.5,4,4,23,2.00207496900111
3.0000346891021,3,3,3.77320154859829,2.89788330376173,3,3,1.64471674114618,1.68088700127936,3,3,2.3651531349222,24,4.935566900298
3,3,3,3,3,3.0422876423238,2.65355257823764,2.39338684737304,2.33214653262376,3,3,3,25,3.57924309745431
3,3,3,3,4.08037886542716,3,3,4.19062824898644,2.28982540670838,3,3,3,26,2.06684180721641
3.09312786406074,2,2.16159993327041,4,3.43260441307509,4,4,4,3.11537700803914,4,2,4,27,2.17619487456977
1.7379201615669,3,3,3.30919009557181,3,3,3.23412965595176,4.40279254991151,3,4.05821796759996,3,3,28,3.82722207065672
3,3,3,3,3,3,4.08720873942223,1.84165025709284,1.99838526927359,3,3,0.643452880417693,29,2.8690467774868
3,3,3,4.38332033181895,3,3,3,4.02471473140047,3,2.42009820379075,3,3.45647432458719,30,4.65244598500431
4.40042059086291,2.5,0.665804545010626,4.47057172694393,2.79979128562203,3,2,2,3,4,2.5,4,31,1.05617599096149
4,2,1.93999399497783,4,4,4,2.95492472736628,3.44375269558452,2.55587548587734,4,2,5,32,2.69222791772336
3.11742463332999,2,2,3.8762855811496,4,4,4.55242294907432,4,3.34448058327803,4,3,4,33,2.76659410726279
2.61836844235536,2,2,3.90968744135171,3.66898396780601,3,2,4,4,2,2,4,34,3.69677810091525
3,3,3.73240464179936,3,3,4.05369493265199,3.68421027733625,3,2.32639273819293,3,3,4.82300902276633,35,2.77374466042966
2.91952814328463,3,4.00898500295713,4.40697394903631,3.39030257108849,3,3,3,3,3,3,3.60390074779136,36,2.78745208960027
3,3,1.58531484247488,3,3,3.42995556916143,3,3,3,2.6943051874744,3,1.42061772901146,37,1.86786091141403
3,3,3,3,3,2.41119468564294,3.37505768767574,2.81934548918759,3,5,3,3,38,3.76384759508073
3.00073143608848,3,3,3.78180789568006,3,3,2.46921224804041,4.02220465754246,3,2.78095078069995,3,3,39,3.92552132438868
2.99949012048798,2.5,3,3.60609103308834,4,4,4.19948215600572,2.5364812691011,3,4,4,1.57299550004192,40,3.48153648898005
2.13965209193927,4,1.84254283952347,2.5,5.09084044012711,3.42542300271011,4,2,3.15766580503684,4,4,3,41,3.36006942670792
4,3,2,4.01490173971562,4,4.71609538805014,3.5171618099167,2.43743292832956,4,3.49955202328202,2.5,3,42,1.68089053966105
2.99878310949149,3.5,2,2.69196412300955,4.17386873634109,4,3.90736662614242,3.25762736298039,3,2.5,4,4,43,1.54250151384622
3,4,2,2.24098697299895,4,3.5,2.90612254158442,2.14365527968494,2.39507236227674,2,3,2.69407501309052,44,2.94959063455462
3.5,3,1.9404313384492,4,4,4,3,3.51683581030586,3.78540953889055,3.54754620548264,4,1.68607016188181,45,4.51286968495697
2.20964761009645,3,3,3.40568563830336,2.46846955267702,2.88839049377598,3,3,3,3,3,3,46,4.43487935885787
