"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
2.98744720405076,3.15756758065984,1,1.03400357389108,3,3.58000989272743,4,5.36508537896453,3,4,1,4,27,3.61561238765717
3.79675635543584,4,1,1.00005045817998,3.92701678794758,4.5,5.30740540949882,4.5,3,5.260145989755,1,4.20057507953323,28,4.36723802890629
5.17011894661104,3,1,2.43992386692734,4,4.29819982196786,4,4,3,4,1.33333333333333,4.14615627752853,29,4.55856588762254
3,3,1,0.971883186307089,4,5,5.10272644508441,3.37146693162731,3,4,1.5,2.40157841252715,30,1.56629881728441
1.7560976741773,4.67521266013727,2,0.998684387641745,4,4,4.0967227900718,4,3,4,1,4,31,2.1910601966083
2.49891329667362,3,1,1.04325563056315,3.31724955826152,4.56059452780763,4.5,2.42559132195782,3,4.27115593681081,2,2.60104767517423,32,4.59297282062471
2.55105155987518,3,2,1.40444998987157,3.5,5.12910763718224,5.84412323888287,4.50288804332473,3,4.5,1,3.90067583055912,33,3.63969287276268
5.06204623583352,2.54382565440572,1,1.47898948935561,4,5,3.7559093890443,3,4,5,1,3.92292018257191,34,1.34791240096092
3.58465426838645,4.78811128194984,1,1.50002668971208,4,5.39968470935869,5,4,5.70528646584098,4.50618190448626,1,4,35,3.06715570855886
4.31732767802804,3,1,1,3.5,5,5,3.39091505796687,3.91366557541428,5.23640670121716,1,5,36,2.5136098600924
4.36042413270094,3,2,3.17151925182643,4,5,4.01029376755569,4,5,4,1,3.93063467555317,37,4.31454998627305
3.11866274092307,3.54552709443252,1,3.08857557540037,4.69501261279469,4.42101085022501,4.5,4,4,3.88094723315962,1.5,5,38,1.64641619753093
5,5.07676325009657,1,2,4.91100892548933,4,3.51782156459407,4,4,4,1.5,5,39,4.1745283594355
4.09966859848456,3.93702499147166,1,1.2175323889747,3.75679397073999,3.73697393094616,5,3.5,3,4,1.33333333333333,3,40,4.33392714709044
2.09927802266674,5,1.5,1.87568214365916,4.61592617713124,4,4,3,4,3.9755639276496,1,2.75782486726495,41,3.68679867312312
3.39198928458839,4,1.5,2,3.29794004592364,5,4.41762749712011,3,5.41292675995347,4,1,4.66727685980854,42,4.79521501902491
2.99316617468672,2.54462066410539,2,1.00119094361089,3.99975541795348,5,4.79150044914149,3.74928924418072,2,4,4,3,43,3.68521967157722
4,3.5,1.5,1.3346623245885,3.9278962615082,5,4,4,3.41638038952275,3.3942769713882,1.5,4.27417576975848,44,1.74713960755616
2.99040169459557,3,1.5,1.68078587230788,4.2608201065965,4.5,3.59096841517139,4,3.7220058243577,3.28619552195265,1.5,2.48316545789414,45,4.65690775681287
2.13010576327357,3.5,1,2,4.5,5,5,4.40736570730018,5.31733171212718,4.52646387346224,1,5.37086309441503,46,2.7379163429141
3,4.27683060019932,1,1.9979095099052,4.67594627272599,5.08323383467273,5,5,4,5.06676392349542,1.5,5,47,1.67565735243261
3,4,1,1.47913284617678,3.65819765454784,4.10970159326776,5,4,3.58486398549653,4,1,4,48,1.80707541201264
1.92370983434613,3,1,1.01809879108028,4.29943095879119,5,4,3.5,2,4.31219000571258,1,3.09240947850309,49,2.51346470229328
3.87118568384875,3.5,1,2.51111760064933,4,5,4.59891894551419,4.10966410531204,2.88281203136635,4,1.5,2.51707481850677,50,3.10551105812192
3.48298470280945,3,1,0.723633736612622,4,4.21212340632002,4.5,4,4,4.74238292994615,1,3.19415597794979,51,1.39374270197004
2.39240591131473,4,1.5,3.18128920479559,3.5,4.744455542096,4.05775322282075,4.37378906772937,4,5,1.5,3.31321305821206,52,1.584228313528
4.72790859046669,2.96380204373259,2,1.19279966208559,3,4.57367108179799,4.4800390478192,4,1,4.5,1,3,53,2.47144327033311
2,2.36989515204658,1,1.57603901337373,4,4.29730784316712,4,4.37847118592097,3,5,1.66666666666667,2,54,4.70687596965581
3,3,1.33333333333333,0.725227879616956,3,4.01946120084973,5,3.76456623776712,3.17995099584418,4,1,4,55,2.75370339211076
2.99345831969503,3,1,0.999012797177277,4.68810761692662,4.67344212095291,5,3,4.17780629375166,4.14394016303533,1,5,56,1.56910540722311
