"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3.35454013639442,2.5,3,2.05666250195611,3,5.29528255012897,4,3,2.29907196753812,3.13901894043581,4,2.66539258672027,23,2.32941043935716
2.96818440420036,2,2,2,3.5,4.28742192543648,4,3.49582361375423,3.30514695985791,3.24101978527723,4,4,24,4.39415041450411
2.54720072406009,4,2.5,4,4,5,4.19880273811574,5,2,3,2,4.47557311728932,25,3.52851439546794
2.56515460075764,3,2,1.84692202046719,3,4,4.3140913047246,4,5,3,3.66666666666667,3.03181194868404,26,2.12379071861506
4,3.75313349246115,2,3,3.53861906329987,3.90167451328903,5,3,4,4,3,2,27,1.80828778538853
4.80861092954841,3,2,3,3,5,3.39983328510971,4,3.39546596641317,5,3,2,28,2.46848816145211
3,2.62874681393216,3,1.78327037187234,2,5,3.60383542644511,3.45131422769176,2,3,3,2,29,2.99300858285278
2.85618129664683,3,2,2.45196011706286,4,5,5,3,4,2.86648586434772,4,1.09860245163521,30,3.43396782130003
3.5,1.82172516375599,3,1.5,2.26205401305412,4,4.43877313396498,2.10346428209083,1,4,4,4,31,2.93407458253205
1.76371522327904,3.50891780435888,2,2,4,4,4.06340369603796,3,3,5,2,5,32,1.82956330571324
2.5,3.72910293375571,2,3,3.8177255928142,3.63254558902342,3,2.37909988967013,1,3.37335784642281,5,2,33,3.02291762176901
4,4.29533100069037,3.5,4,3,3.41982634827448,3,4.38744759762914,4,5,5,4,34,3.49329030979425
2.68909266546677,3,3.5,2.92820630720529,3,4,4,3,2,3.63616526511696,4.5,2.56546047666919,35,2.91537179425359
3.17431472476973,2.92375845318783,4,4,3,4,2.16431132969182,3,3.22668504689282,4,5,1,36,4.62170793674886
3,2,4,4.94621664002705,2.90435984071789,2.69280276139107,3.5,2.35062301527445,2.22932870705271,2.8837884894409,5,1,37,3.45190980378538
3,3,3,3,2.40492275994294,4,5,3,3.65541265756028,2.65725354644537,5,4,38,3.74889202881604
2.81590504001612,4,5,5,3,4,1.75775542406658,3,1,4,4.5,2.10316958510727,39,4.35697035957128
2,3,4,4,3.51268037925192,4,2.66143466335789,5,1.35131166451812,3.28675157727382,5,3,40,3.21775537542999
3,4.28407526295248,5,4,5.37692379093753,2,5,2,2.31955137533078,1.4515906216633,5,2,41,2.18926504813135
3.95303315434751,2,4.5,5,4.41517716235593,3.84555058345682,5,3,2,4,5,3.75280853839172,42,1.91423447523266
3,2,2,3,3,4.33889103886059,3.18187010135275,3.00574712768545,3,4.5,5,4.30542052284265,43,2.29760346841067
3.06516037302198,3,2,3,3.95750907315133,4.98850865641681,4,4.5,2.78489642608657,3,3,3,44,3.23145402409136
4,3,3,2.5,4,3,3,2.87495694074181,2.09271689231069,3.04553763941812,4,4,45,3.16094163339585
3,4.07448223568572,3,4.49333933819363,2.94145278053089,3.70288418436618,3,3,4.74769886168347,3,4.5,3.5,46,4.1823405707255
4.65635363531707,3,2,0.976788591776151,3,4.5,3.71474690687554,3.49173552552916,4.41890089384488,4.01644722268424,3,3.5029076965818,47,4.58231440465897
3,2.79708224155988,3,3,3,4.5,3.73165416549525,2.70744338735097,4,2.97578579805674,4,4,48,1.92640801146626
