"E_Assert","N_Depr","N_EmoVol","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","E_EnerLev","C_Prdctv","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3.20122386605951,2.5,3.2235755798225,4,4.62916545140681,3.31652150546837,4,4,4,2,2,2.1823742396719,42,4.40273260511458
2.75264051800173,2,2,3.57109984040164,4,4,4,4,4.21274808572508,3.4959581453678,2.5,2.95426852558349,43,3.42676803283393
4,2,2,4,5,4.04565126700333,4,4.81372552359851,4,4.3752380415053,2,5,44,2.40310311689973
3,2,3,2.57032445151288,4.13341353543075,3,4,3,4,4,2,3.20680067696426,45,4.11327164806426
3.8250070236024,2,1.65123522988602,3.06175367202931,4,4,3.36700833902114,3,2,3,2.66666666666667,3,46,1.29464523494244
3,2,2,2.75120052129275,3,4,2.37059741636084,2.83124748194922,4,3,2,3,47,4.35196666792035
3.5,2,2,4,3.94782256688981,5,4,4.25654672149357,2.52930263179673,4,2,2.08307391108862,48,1.13663105573505
5,1.5,2,4.5,5.50760472134802,5.18711584934952,4,4,5.38429769042822,4,2,4.32560913816909,49,4.38637675903738
3,3,2,4.17579730187305,4,3,3.81480568124088,3,4,3,2,2.18119725811767,50,4.07642453350127
3,3.33333333333333,4.77487467922223,4.39596301113631,3.04584711604589,4,2.3725491630467,3.3635973880289,2,2.5,2,4,51,2.37482314091176
2.17764796029349,2,2,4,5,4,4.765151707808,4,3.54770988253618,2,4,2,52,2.45606140047312
3,2,2.21436487479444,4,3.91084283249227,4.38707944458908,4,2.46925929084841,3,2,3.33333333333333,2,53,4.44795839767903
4,2,2,4,5.44941786100285,4,4,3.98468679909822,2.7569590723208,4.56855215873304,2,3.75223928982258,54,2.22612218372524
4,2,1.51491762582424,4.13636252984807,4,4,3.69905201555283,2.36102788500886,4,3,2.66666666666667,2,55,1.09867743775249
4,2,2.5,4,4,4,4.0896022914209,4,4.09365678136009,3,2,4.18875135311678,56,3.60788391809911
