"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
1,2,3,4,4.11939417882304,3.70423321405724,2,2.68138338868071,3.06931856288997,1,4,4,26,3.06898338533938
4,2,2.50219120794756,3.40682365269408,4,4.98204945809136,5,4,4,2.61353053285742,4,2.5,27,4.33416122756898
1,2,4,2.93241480838022,2.70785066021261,2.87100190131498,2,4,2,2,3,5,28,4.83579045627266
4.05435603842692,2,1,2,4.93875301872747,3.9116124302232,3.60388015415557,5.82350373727094,4,3.5,4.5,2.5,29,2.24928925838321
1.95888980051472,5,4.33945868664799,3,3.5,3.02096183910458,2.66713783569892,1.72193281197101,3.42234698115864,1.2074960823577,2,5,30,4.03403793554753
1,4,5,1,2.6936941832321,2.5,2.5,2.23638414715953,2.40300345135583,3.9208860385388,3.66688501599565,5,31,4.64630535244942
-0.171232461575495,2,2,1,4,4,3.06289925761303,4,1,4,2.86603456312783,3,32,3.94804634246975
2.17822539067649,2,2,2,3,4,3.49556750994499,3.72097021711661,4,2,4,2.5,33,1.43878143280745
1,4,4,1.83327372951905,2,4.35768220498736,1.77853060245707,3,2.08362752535885,2,3.2361678472909,4,34,1.69209125358611
1,3,4,3.21830837239214,4,3.97702700099358,4,3.3116214929019,2.63106672751695,2.69464969085645,2,4,35,4.5736635113135
4.29737783227096,2,2,4,3.13731531674572,4,4.00423624731181,3,3,4,3.80425988702001,2.5,36,1.10495261941105
5,2,2,2,3,4,4,2.27056397280797,3.25374239071544,2.26973893424954,4,2.5,37,3.86362065374851
3,2,2,2.89385048257056,4.91291584571135,4.5,4.70733778417728,2.62900880147094,3.4565992277701,5,4.18012068897161,2,38,4.3474254347384
4,2,2,4,3.6053310188609,4,4.66268626167194,5,3.48589477437152,4,3.29536097477784,2,39,1.74489315319806
1,2.5,2.60471733385571,2.31874754712669,4,4.43887447090264,1.72925238762851,4,2,1,2,4,40,1.95025448407978
3,3,3,3,4,3,3.31829787496035,3.34011184618253,1.75654314837337,5,2.21830759905487,4,41,1.68146212864667
2,4,4,1,3,4,1.86326372387623,2.45062557060396,3.12821249295286,1,2,4.5,42,3.73540440108627
3.43741066575102,2,1.83741712889597,2,2,4,2,4,2,5.2212390471967,3.14837018494043,4,43,2.71678441390395
3,1.5,2,2.84526569559416,4,4,3.26051819113603,4.05955823169619,2.9503946714799,3,4.68496131446177,4,44,1.46676923613995
3.29229776013076,2,2,2.43322661998495,4,4,3.45808124731632,2.87537157987093,3,3,2,4,45,3.46902096737176
1,2.5,2,3.00796431821806,3.6880313085628,4.8917049890027,4,4,3,3.08749332476389,4,3,46,2.42900287359953
4,1,0.807181925032173,4,3.29566736814442,4,3.5,4,3.85326338733297,3.57443413641079,4.48182001101291,1.33333333333333,47,3.07673141267151
2.92204400727074,3,3,3,2.11068308451667,3,3,3.26961526858768,3,3,4.07196375096648,3,48,1.38653226569295
